StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-10-08 04:18:37,2023-10-08 04:29:02,IP Address,71.233.187.150,100,625,True,2023-10-08 04:29:03,R_1GwYfFP1snqMxUF,,,,,42.428,-71.0618,anonymous,EN,Yes,1-5 times a month,5,5,3,2,3,"Good diversity, interesting habitats, large concentrations, other activities for kids",Yes,1-5 times a year,5,4,5,1,5,"Pairing birdwatching with other family activities ",,,Yes,,,,,,,3,Mexico,Costa Rica,Grand Cayman,Chile,?,?,2,2,4,5,5,3,4,4,1,,Hired a birdwatching guide,"Mostly with a group, occasionally alone",Moderately important,Very important,Moderately important,Very important,Not at all important,Slightly important,Slightly important,Not at all important,Not at all important,Moderately important,Moderately important,"Online search engines,Recommendations from friends or fellow birdwatchers",,$50-$100,Very important,Very important,35-44,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-09-28 14:40:59,2023-10-04 15:00:03,IP Address,128.227.219.223,61,519544,False,2023-10-11 15:00:05,R_3KOqSLzMQrjLAKn,,,,,,,anonymous,EN,No,,,,,,,,Yes,,1,2,4,3,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-54,Female,,,Bachelor's degree/ Undergraduate degree,,Australia,,"$200,000-$400,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-10-04 14:38:12,2023-10-04 16:01:48,IP Address,172.58.135.167,8,5015,False,2023-10-11 16:01:52,R_p5XJmi7b3AL4cnL,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05 12:36:29,2023-10-05 12:36:35,IP Address,169.233.187.212,3,6,False,2023-10-12 12:36:37,R_ptKfgEpcyIqz3sB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-07 10:42:14,2023-10-07 11:43:18,IP Address,24.218.202.89,58,3663,False,2023-10-14 11:43:21,R_bPoVszcdTkSXRGV,,,,,,,anonymous,EN,Yes,More than 10 times a month,2,3,4,1,5,,Yes,More than 10 times a year,2,1,5,3,4,,,,Yes,,,,,,,3,Brazil,Spain,Ecuador,Ecuador,Costa Rica,"Columbia ",3,2,1,9,5,7,4,6,8,,Hired a birdwatching guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-09 13:49:54,2023-10-09 13:52:07,IP Address,128.227.199.115,72,132,False,2023-10-16 13:52:09,R_1F3PhpxhVJWQWEA,,,,,,,anonymous,EN,No,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely important,Extremely important,,,,,,,,,,,,,,,,,,,,,,
2023-10-26 11:57:22,2023-10-26 12:14:41,IP Address,76.209.247.205,100,1039,True,2023-10-26 12:14:42,R_3qgPL6kcTNQEWSf,,,,,36.9689,-121.9903,anonymous,EN,Yes,6-10 times a month,5,3,4,2,1,"Just enjoying birding. Avoid places with off leash dogs. ",Yes,More than 10 times a year,5,3,2,4,1,"Enjoyment of birding. Can take dog but no off leash dogs. ",,,Yes,,,,,,,3,Colombia,Ecuador,Sri Lanka,Costa Rica,Tanzania,Brazil,8,6,5,3,4,7,1,9,2,"Mosquitoes/malaria, other disease or bug concerns","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always alone,Very important,Very important,Very important,Very important,Moderately important,Very important,Extremely important,Slightly important,Very important,Very important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$400-$600,Moderately important,Very important,25-34,Female,,United States of America,Master's degree,,United States of America,White,"$100,000 - $200,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Often we don’t choose tour company organized trips because they use non ideal lodges. We’ve had better trips investing more in lodges and local guides and less in non local guides. We also prefer to bird alone or with a very small group. We also prefer to move less frequently when possible. "
2023-10-26 16:58:32,2023-10-26 17:07:15,IP Address,200.7.247.134,100,523,True,2023-10-26 17:07:16,R_2aP0WFh2YiRDzN6,,,,,-0.2309,-78.5211,qr,EN,Yes,1-5 times a month,2,5,5,1,1,Price of the activity,Yes,More than 10 times a year,1,5,5,1,1,,,,No,Cost,,Yes,China,Australia,Thailand,0,,,,,,,1,1,9,3,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,25-34,Female,,Ecuador,Master's degree,,Ecuador,Mestiza,"Less than $50,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",
2023-10-26 16:59:11,2023-10-26 17:07:44,IP Address,190.63.121.49,100,512,True,2023-10-26 17:07:44,R_3qg8NKDH8FWhU2F,,,,,-2.1978,-79.8764,qr,EN,Yes,More than 10 times a month,3,1,2,4,3,"Descubrir nuevos sitios potenciales ",Yes,1-5 times a year,3,2,4,2,3,Compartir con amigos que se dedican a la observación de aves,,,No,Cost,,Yes,"Colombia ","Brasil ","Perú ",1,"Ecuador ",,,"Colombia ","Perú ","Colombia ",1,1,1,5,4,1,1,2,3,"Costo ",,,,,,,,,,,,,,,,,,,35-44,Female,,Ecuador,Bachelor's degree/ Undergraduate degree,,Ecuador,"Mestizo ","Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-10-26 16:58:37,2023-10-26 17:08:02,IP Address,200.85.80.111,100,565,True,2023-10-26 17:08:03,R_2xx84AJ3KyoCCeY,,,,,-0.2309,-78.5211,qr,EN,Yes,1-5 times a month,1,4,3,1,5,Access and cost,Yes,1-5 times a year,1,3,3,1,5,Distance and cost,,,No,"Cost,Accessibility",,Yes,"Solomon Islands ",Colombia,"Costa Rica ",1,Peru,,,Peru,Colombia,Brazil,1,1,4,3,2,1,1,3,4,,,,,,,,,,,,,,,,,,,,25-34,Female,,Ecuador,Other (please specify),"Dentist ",Ecuador,"Mixed ","$50,000-$100,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-10-26 16:58:46,2023-10-26 17:10:30,IP Address,190.63.113.187,100,703,True,2023-10-26 17:10:31,R_2UVZJIhoIpRYXfM,,,,,-0.2309,-78.5211,qr,EN,Yes,6-10 times a month,1,3,2,1,1,guiding birders,Yes,6-10 times a year,1,2,3,2,1,guiding birders,,,No,Cost,,Yes,Colombia,Brazil,Peru,,,,,,,,1,1,2,4,1,2,1,2,5,,,,,,,,,,,,,,,,,,,,35-44,Female,,Germany,Other (please specify),Licenciatura,Ecuador,european,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I am a bird guide. My visits to local and regional bird sites are related to my work. Outside my work time I have little possibility to travel, as local income doesn't allow for birdwatching journeys. A problem many people living in developing countries might experience."
2023-10-27 14:38:20,2023-10-27 15:14:55,IP Address,179.57.101.137,100,2195,True,2023-10-27 15:14:56,R_22WVx1zYVaBkAvq,,,,,-41.317,-72.9787,anonymous,EN,Yes,1-5 times a month,1,2,3,4,5,Quantity of species I'll ve able to observe,Yes,6-10 times a year,4,1,5,2,3,"Learn how the same species change their behavior patterns, songs or environments they inhabit throughout the country.",,,No,"Cost,Accessibility,Safety",,Yes,Argentina,Peru,Colombia,0,,,,,,,1,2,3,9,7,4,5,6,8,Nice weather to get to know as much species and places as possible,,,,,,,,,,,,,,,,,,,25-34,Female,,Chile,Bachelor's degree/ Undergraduate degree,,Chile,Chilean,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Information available on eBird is a very important factor when choosing a birding site. "
2023-10-27 14:58:55,2023-10-27 15:30:44,IP Address,181.42.14.248,100,1909,True,2023-10-27 15:30:45,R_dp2YihTyVJ3T6SZ,,,,,-36.8335,-73.0487,anonymous,EN,Yes,More than 10 times a month,5,4,4,5,3,Increase data available to researchers and users of eBird,Yes,More than 10 times a year,5,4,4,5,3,Increase data available to researches and users of eBird,,,No,Cost,,Yes,Argentina,Bolivia,Tanzania,0,-,-,-,Argentina,Bolivia,Tanzania,9,7,8,9,9,9,7,6,1,,,,,,,,,,,,,,,,,,,,45-54,Male,,Chile,Master's degree,,Chile,,"Less than $50,000",1-5 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-10-27 15:44:54,2023-10-27 15:52:53,IP Address,190.63.98.167,100,479,True,2023-10-27 15:52:53,R_3kn6RifpWPmfejD,,,,,-2.1978,-79.8764,anonymous,EN,Yes,1-5 times a month,2,2,2,2,3,Enjoy birding and being outdoors,Yes,6-10 times a year,1,1,2,1,3,"Enjoy traveling and getting to know new places ",,,Yes,,,,,,,12,South Africa,"Costa Rica ",Peru,"Venezuela ","Argentina ",Cuba,3,2,2,9,5,1,2,3,5,,,,,,,,,,,,,,,,,,,,45-54,Male,,Ecuador,Bachelor's degree/ Undergraduate degree,,Ecuador,Latin,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-10-27 16:53:14,2023-10-27 17:02:46,IP Address,67.69.69.80,100,571,True,2023-10-27 17:02:47,R_3sssMvzu2NG2ryI,,,,,43.6922,-79.4309,anonymous,EN,Yes,6-10 times a month,2,2,2,1,3,,Yes,More than 10 times a year,1,3,2,1,3,"Landscapes ",,,Yes,,,,,,,2,Peru,Canada,,Usa,Argentina,Costa Rica,2,5,2,9,7,2,3,3,9,,,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,Other (please specify),Technician diploma,Canada,-,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-10-27 16:37:52,2023-10-27 17:15:35,IP Address,181.43.88.38,100,2263,True,2023-10-27 17:15:36,R_2YIWgAjcIB5YyBH,,,,,-33.4521,-70.6536,anonymous,EN,Yes,6-10 times a month,2,3,5,5,3,Specific locations,,6-10 times a year,5,3,5,5,3,"Looking for critical endangered species for my country. ",,,Yes,,,,,,,2,"Argentina ",Chile,"Chile ","Perú ","Colombia ","Bolivia ",5,5,3,1,1,4,3,3,3,"Good food and low cost on Gasoline to take long distance drive. ",,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,High school or equivalent,,Chile,,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","For me one of the most important things when I decided to make a birding trips are flora and fauna, focused on birds, gasoline's prices because I drive long distance in search for birds. but gastronomy are important factor too. 
Biodiversity are the most important. 
"
2023-10-27 17:22:18,2023-10-27 17:34:44,IP Address,190.12.150.87,100,746,True,2023-10-27 17:34:45,R_3ixkHRiedmB5PkJ,,,,,-0.0474,-78.7695,qr,EN,Yes,1-5 times a month,2,2,3,4,1,,Yes,1-5 times a year,2,2,5,2,1,,,,Yes,,,,,,,5,Ecuador,Bulgaria,Greece,Faroe Islands,Norway,Spain,3,2,1,9,9,7,3,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Moderately important,Very important,Slightly important,Very important,Not at all important,Moderately important,Not at all important,Moderately important,Slightly important,Very important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$50-$100,Moderately important,Very important,18-24,Male,,Denmark,Bachelor's degree/ Undergraduate degree,,Denmark,European white,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-10-27 18:41:52,2023-10-27 18:48:57,IP Address,191.125.22.44,100,425,True,2023-10-27 18:48:58,R_1F2ipikwyJTT5tq,,,,,-33.4521,-70.6536,anonymous,EN,Yes,More than 10 times a month,5,5,4,5,3,,Yes,More than 10 times a year,5,5,4,5,3,,,,Yes,,,,,,,5,Brasil,Argentina,Peru,Colombia,Costa rica,Peru,1,1,1,2,2,1,1,2,1,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter),Bird Fairs",,$200-$400,Very important,Extremely important,25-34,Female,,Chile,Bachelor's degree/ Undergraduate degree,,Chile,Mestizo,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
